,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
189,0.5750871,0.41122365,0.52437794,0.4493667,1.2063949,1.1198815,1.3402941,1.1810287
190,0.5688399,0.48047072,0.3678267,0.44041783,1.7087054,1.4983081,1.3419703,1.6544178
191,0.55142045,0.6462481,0.64198947,0.640203,1.4090105,1.5510888,1.4617379,1.565846
192,0.4475528,0.397241,0.38350022,0.403215,1.23973,1.4062214,1.1086457,1.4339621
193,0.72720313,0.75767636,0.5578144,0.6731527,1.7950239,2.4653304,1.6445264,2.0960119
194,0.3051442,0.452312,0.35596043,0.26940125,1.1517766,1.5053062,1.3549547,1.415072
195,0.5247903,0.4303252,0.49240875,0.53907704,1.2326636,1.696632,1.4215388,1.4679902
196,0.3324089,0.44696057,0.31816268,0.4527527,1.3550786,1.2502999,1.1477845,1.3827372
197,0.46007645,0.69809055,0.5264198,0.52856433,1.4311811,1.7580899,1.4492365,1.302599
198,0.34685445,0.30159736,0.33816457,0.22339284,0.98394847,1.09427,1.7686269,0.9615999
199,0.5840131,0.55830336,0.56645834,0.55831355,1.9038397,1.2289025,1.5054047,1.7506416
200,0.4850514,0.5541512,0.42285764,0.4266175,1.2413211,1.3505944,1.6028693,1.1977088
201,0.32910943,0.35906422,0.38788176,0.39343524,1.3429711,1.6660599,1.2091595,1.3016496
202,0.14308143,0.18736124,0.3189044,0.18992305,1.3346962,0.9986218,1.038656,1.1092405
203,0.43905926,0.47449923,0.41735536,0.3929786,1.392357,2.2418618,1.3425525,1.3533452
204,0.26518404,0.31086242,0.22085434,0.22760975,1.4793762,1.210138,1.1109903,1.2206885
205,0.32852685,0.38228965,0.4372053,0.44389695,1.2465129,1.2930943,1.1520365,1.1789912
206,0.3001802,0.3276831,0.2840147,0.3241989,1.1206491,1.0120635,1.0811629,1.133668
207,0.42942107,0.52415085,0.437284,0.40173936,1.3137435,1.651228,1.21103,1.3130546
208,0.8476585,0.8086767,0.6974524,0.7538031,1.6201178,1.5837668,1.4765236,1.8471475
209,0.462003,0.44986713,0.5103586,0.36859822,1.1131675,1.3922292,1.9547246,1.1206608
